,title,id,genres,cast,keywords,plot,word_soup
59,2012,14161,"['action', 'adventure', 'sciencefiction']","['johncusack', 'amandapeet', 'chiwetelejiofor']","['civilization', 'naturaldisaster', 'endoftheworld']","Dr. Adrian Helmsley, part of a worldwide geophysical team investigating the effect on the earth of radiation from unprecedented solar storms, learns that the earth's core is heating up. He warns U.S. President Thomas Wilson that the crust of the earth is becoming unstable and that without proper preparations for saving a fraction of the world's population, the entire race is doomed. Meanwhile, writer Jackson Curtis stumbles on the same information. While the world's leaders race to build ""arks"" to escape the impending cataclysm, Curtis struggles to find a way to save his family. Meanwhile, volcanic eruptions and earthquakes of unprecedented strength wreak havoc around the world.",civilization naturaldisaster endoftheworld action adventure sciencefiction johncusack amandapeet chiwetelejiofor
60,A Christmas Carol,17979,"['animation', 'drama']","['garyoldman', 'jimcarrey', 'stevevalentine']","['holiday', 'basedonnovel', 'victorianengland']","Miser Ebenezer Scrooge is awakened on Christmas Eve by spirits who reveal to him his own miserable existence, what opportunities he wasted in his youth, his current cruelties, and the dire fate that awaits him if he does not change his ways. Scrooge is faced with his own story of growing bitterness and meanness, and must decide what his own future will hold: death or redemption.",holiday basedonnovel victorianengland animation drama garyoldman jimcarrey stevevalentine
61,Jupiter Ascending,76757,"['sciencefiction', 'fantasy', 'action']","['milakunis', 'channingtatum', 'seanbean']","['jupiter', 'space', 'womandirector']","In a universe where human genetic material is the most precious commodity, an impoverished young Earth woman becomes the key to strategic maneuvers and internal strife within a powerful dynasty…",jupiter space womandirector sciencefiction fantasy action milakunis channingtatum seanbean
62,The Legend of Tarzan,258489,"['action', 'adventure']","['alexanderskarsgård', 'margotrobbie', 'christophwaltz']","['africa', 'feralchild', 'tarzan']","Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",africa feralchild tarzan action adventure alexanderskarsgård margotrobbie christophwaltz
63,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,"['adventure', 'family', 'fantasy']","['williammoseley', 'annapopplewell', 'skandarkeynes']","['savingtheworld', 'witch', 'basedonnovel']","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, the they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.",savingtheworld witch basedonnovel adventure family fantasy williammoseley annapopplewell skandarkeynes
64,X-Men: Apocalypse,246655,['sciencefiction'],"['jamesmcavoy', 'michaelfassbender', 'jenniferlawrence']","['mutant', 'supernaturalpowers', 'marvelcomic']","After the re-emergence of the world's first mutant, world-destroyer Apocalypse, the X-Men must unite to defeat his extinction level plan.",mutant supernaturalpowers marvelcomic sciencefiction jamesmcavoy michaelfassbender jenniferlawrence
65,The Dark Knight,155,"['drama', 'action', 'crime']","['christianbale', 'heathledger', 'aaroneckhart']","['dccomics', 'crimefighter', 'secretidentity']","Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",dccomics crimefighter secretidentity drama action crime christianbale heathledger aaroneckhart
66,Up,14160,"['animation', 'comedy', 'family']","['edasner', 'christopherplummer', 'jordannagai']","['agedifference', 'centralandsouthamerica', 'balloon']","Carl Fredricksen spent his entire life dreaming of exploring the globe and experiencing life to its fullest. But at age 78, life seems to have passed him by, until a twist of fate (and a persistent 8-year old Wilderness Explorer named Russell) gives him a new lease on life.",agedifference centralandsouthamerica balloon animation comedy family edasner christopherplummer jordannagai
67,Monsters vs Aliens,15512,"['animation', 'family', 'adventure']","['sethrogen', 'reesewitherspoon', 'hughlaurie']","['alien', 'giantrobot', 'duringcreditsstinger']","When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",alien giantrobot duringcreditsstinger animation family adventure sethrogen reesewitherspoon hughlaurie
68,Iron Man,1726,"['action', 'sciencefiction', 'adventure']","['robertdowneyjr.', 'terrencehoward', 'jeffbridges']","['middleeast', 'armsdealer', 'malibu']","After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",middleeast armsdealer malibu action sciencefiction adventure robertdowneyjr. terrencehoward jeffbridges
69,Hugo,44826,"['adventure', 'drama', 'family']","['benkingsley', 'sachabaroncohen', 'asabutterfield']","['library', 'clock', 'filmdirector']","Hugo is an orphan boy living in the walls of a train station in 1930s Paris. He learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running. The only thing that he has left that connects him to his dead father is an automaton (mechanical man) that doesn't work without a special key which Hugo needs to find to unlock the secret he believes it contains. On his adventures, he meets with a shopkeeper, George Melies, who works in the train station and his adventure-seeking god-daughter. Hugo finds that they have a surprising connection to his father and the automaton, and he discovers it unlocks some memories the old man has buried inside regarding his past.",library clock filmdirector adventure drama family benkingsley sachabaroncohen asabutterfield
70,Wild Wild West,8487,"['action', 'adventure', 'comedy']","['willsmith', 'kevinkline', 'kennethbranagh']","['steampunk', 'basedontvseries', 'steamlocomotive']",Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,steampunk basedontvseries steamlocomotive action adventure comedy willsmith kevinkline kennethbranagh
71,The Mummy: Tomb of the Dragon Emperor,1735,"['adventure', 'action', 'fantasy']","['brendanfraser', 'jetli', 'johnhannah']",[],"Archaeologist Rick O'Connell travels to China, pitting him against an emperor from the 2,000-year-old Han dynasty who's returned from the dead to pursue a quest for world domination. This time, O'Connell enlists the help of his wife and son to quash the so-called 'Dragon Emperor' and his abuse of supernatural power.", adventure action fantasy brendanfraser jetli johnhannah
72,Suicide Squad,297761,"['action', 'adventure', 'crime']","['willsmith', 'margotrobbie', 'joelkinnaman']","['dccomics', 'shareduniverse', 'antihero']","From DC Comics comes the Suicide Squad, an antihero team of incarcerated supervillains who act as deniable assets for the United States government, undertaking high-risk black ops missions in exchange for commuted prison sentences.",dccomics shareduniverse antihero action adventure crime willsmith margotrobbie joelkinnaman
73,Evan Almighty,2698,"['fantasy', 'comedy', 'family']","['stevecarell', 'laurengraham', 'johngoodman']","['fathersonrelationship', 'dailylife', 'marriedcouple']",God contacts Congressman Evan Baxter and tells him to build an ark in preparation for a great flood.,fathersonrelationship dailylife marriedcouple fantasy comedy family stevecarell laurengraham johngoodman
74,Edge of Tomorrow,137113,"['action', 'sciencefiction']","['tomcruise', 'emilyblunt', 'brendangleeson']","['dejavu', 'timewarp', 'restart']","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",dejavu timewarp restart action sciencefiction tomcruise emilyblunt brendangleeson
75,Waterworld,9804,"['adventure', 'action']","['kevincostner', 'chaimgirafi', 'rickaviles']","['ocean', 'tattoo', 'mutant']","In a futuristic world where the polar ice caps have melted and made Earth a liquid planet, a beautiful barmaid rescues a mutant seafarer from a floating island prison. They escape, along with her young charge, Enola, and sail off aboard his ship. But the trio soon becomes the target of a menacing pirate who covets the map to 'Dryland' – which is tattooed on Enola's back.",ocean tattoo mutant adventure action kevincostner chaimgirafi rickaviles
76,G.I. Joe: The Rise of Cobra,14869,"['adventure', 'action', 'thriller']","['dennisquaid', 'channingtatum', 'marlonwayans']","['terrorist', 'secret', 'hostage']","From the Egyptian desert to deep below the polar ice caps, the elite G.I. JOE team uses the latest in next-generation spy and military equipment to fight the corrupt arms dealer Destro and the growing threat of the mysterious Cobra organization to prevent them from plunging the world into chaos.",terrorist secret hostage adventure action thriller dennisquaid channingtatum marlonwayans
